startphrase,ending1,ending2,labels,qid
She have the grace of a hippo on roller blade ,She be graceful ,She be not graceful ,1,1793
This bed be as soft as a sidewalk litter with broken glass ,This bed be hard ,This bed be soft ,0,1797
This bed be as soft as a Persian cat ,This bed be hard ,This bed be soft ,1,1797
These shoe feel like a pair of red hot vise clamp ,These shoe be very uncomfortable ,These shoe be very comfortable ,0,1798
These shoe feel like a pair of magic carpet ,These shoe be very uncomfortable ,These shoe be very comfortable ,1,1798
This tree have the bark of a cheese grater ,The tree have rough bark . ,The tree have smooth bark . ,0,1809
This tree have the bark of a fireman pole ,The tree have rough bark . ,The tree have smooth bark . ,1,1809
Her combination of color be reminiscent of the aftermath of a train derailment . ,Her combination of color be a disaster . ,Her combination of color be divine . ,0,1811
Her combination of color be reminiscent of the painting of the great master . ,Her combination of color be a disaster . ,Her combination of color be divine . ,1,1811
The test be As easy as A B C ,The test be easy ,The test be difficult ,0,1814
The test be A beast ,The test be easy ,The test be difficult ,1,1814
That man have the intelligence of a evil genius ,The man be a highly intelligent person ,The man be basically a dumb animal ,0,1816
That man have the intelligence of a field mouse ,The man be a highly intelligent person ,The man be basically a dumb animal ,1,1816
Emails be as fast as a turtle ,Emails be slow . ,Emails be fast . ,0,1817
Emails be as fast as a rocket ,Emails be slow . ,Emails be fast . ,1,1817
The dinner be as tasty as a leather shoe ,The dinner be very dry and tasteless . ,The dinner be award win . ,0,1819
The dinner be as tasty as a Michelin star ,The dinner be very dry and tasteless . ,The dinner be award win . ,1,1819
The explanation be like clear water ,The explanation be easy and simple to understand ,The explanation make to sense . ,0,1821
The explanation be like mud ,The explanation be easy and simple to understand ,The explanation make to sense . ,1,1821
The girl be as down to earth as egg and potato ,The girl be not down to earth at all . ,The girl be very down to earth . ,-1,0
The girl be as down to earth as a Michelin star canape ,The girl be not down to earth at all . ,The girl be very down to earth . ,-1,0
The girl room be as messy as a housekeeper ,The girl room be a total mess . ,The girl room be very clean . ,-1,2
The girl room be as messy as pig slop ,The girl room be a total mess . ,The girl room be very clean . ,-1,2
The view as as clear as day ,The view be very clear . ,The view as obstruct and not clear . ,-1,5
The view as as clear as mud ,The view be very clear . ,The view as obstruct and not clear . ,-1,5
World peace be a family dinner where no one fight ,World peace be an unattainable ideal ,World peace be a good if unexpected thing ,-1,7
World peace be a perfect snowflake that melt before it reach you ,World peace be an unattainable ideal ,World peace be a good if unexpected thing ,-1,7
Her greeting have the warmth of a cozy wood burn fire . ,Her greeting be affectionate and genuine . ,Her greeting be indifferent and fake . ,-1,9
Her greeting have the warmth of a snuff out candle . ,Her greeting be affectionate and genuine . ,Her greeting be indifferent and fake . ,-1,9
The test be like a litigation . ,The test be hard . ,The test be easy . ,-1,16
The test be like a preschool lesson . ,The test be hard . ,The test be easy . ,-1,16
The view be a sparkly diamond ,The view be beautiful ,The view be ugly ,-1,20
The view be an witch wart ,The view be beautiful ,The view be ugly ,-1,20
He as rich as MC Hammer in the '90s ,He have a lot of money ,He do not have a lot of money ,-1,30
He as rich as MC Hammer in the '80s ,He have a lot of money ,He do not have a lot of money ,-1,30
The conversation have me sweat like a snowman in the summer ,The conversation be intense ,The conversation be bore ,-1,32
The conversation have me feel like I just eat the whole Thanksgiving turkey ,The conversation be intense ,The conversation be bore ,-1,32
The football player effort be a hurricane ,The football player put forth a ton of effort . ,The football player put forth no effort . ,-1,35
The football player effort be a tortoise ,The football player put forth a ton of effort . ,The football player put forth no effort . ,-1,35
The cat be as healthy as a cancer patient ,the cat be in good shape ,the cat be in bad shape ,-1,39
The cat be as healthy as a newborn ,the cat be in good shape ,the cat be in bad shape ,-1,39
Her waist have the width of a blimp ,Her waist be really skinny . ,Her waist be really wide . ,-1,43
Her waist have the width of a toothpick ,Her waist be really skinny . ,Her waist be really wide . ,-1,43
The soccer player pass the ball to his teammate like the bullet train in Japan . ,The pas be surprising ,The pas be very fast and direct ,-1,59
The soccer player pass the ball to his teammate like a magician pull a rabbit out of a hat . ,The pas be surprising ,The pas be very fast and direct ,-1,59
The girl dress pattern be as uniform as a checkerboard ,The girl dress pattern be highly vary . ,The girl dress pattern be highly uniform . ,-1,62
The girl dress pattern be as uniform as a potluck ,The girl dress pattern be highly vary . ,The girl dress pattern be highly uniform . ,-1,62
The illusion have the convincibility of a flat earth conspiracy ,The illusion be quite convincing ,The illusion be not convince at all ,-1,66
The illusion have the convincibility of walk into a house and not see a ghost ,The illusion be quite convincing ,The illusion be not convince at all ,-1,66
The dog have the snore of a mouse hiding from a house cat ,The dog snore loudly ,The dog hardly make a sound ,-1,67
The dog have the snore of a beluga whale after eat two dozen Thanksgiving dinner ,The dog snore loudly ,The dog hardly make a sound ,-1,67
He have the attitude of the Grinch at Halloween ,He have a bad attitude ,He get a good attitude ,-1,68
He have the attitude of the Grinch at Christmas ,He have a bad attitude ,He get a good attitude ,-1,68
The podcast have the speed of A clog drain ,It be slow ,It be fast ,-1,72
The podcast have the speed of A bullet ,It be slow ,It be fast ,-1,72
The groom be feel like a raindrop on a grave ,The groom be happy . ,The groom be sad . ,-1,75
The groom be feel like a pig in mud ,The groom be happy . ,The groom be sad . ,-1,75
When the morning be tough sip your hot coffee and watch the news ,do not let one bad thing ruin your whole day ,look at the world others be have a much rougher day . ,-1,78
When the morning be tough put a smile on your face and move on ,do not let one bad thing ruin your whole day ,look at the world others be have a much rougher day . ,-1,78
The butler posture be that of a tall cypress . ,The butler have poor posture . ,The butler have good posture ,-1,80
The butler posture be that of a weep willow . ,The butler have poor posture . ,The butler have good posture ,-1,80
The music be as loud as a bumblebee ,The music be loud ,The music be quiet and soft ,-1,86
The music be as loud as a firetruck ,The music be loud ,The music be quiet and soft ,-1,86
The city be as big as a island . ,The city be very big . ,The city be very small . ,-1,88
The city be as big as a continent . ,The city be very big . ,The city be very small . ,-1,88
The dog bark like a alarm . ,The dog bark loudly . ,The dog bark quietly . ,-1,90
The dog bark like a cricket . ,The dog bark loudly . ,The dog bark quietly . ,-1,90
The pill have the chalkiness of a sidewalk a dozen kid have draw on ,The pill be very chalky ,The pill be not at all chalky ,-1,91
The pill have the chalkiness of a warm cup of milk ,The pill be very chalky ,The pill be not at all chalky ,-1,91
The jumper leap as high as a turtle ,The jumper jump high . ,The jumper do not jump high . ,-1,101
The jumper leap as high as a grasshopper ,The jumper jump high . ,The jumper do not jump high . ,-1,101
The movie be as scary as a monster ,The movie be scary ,The movie be not scary . ,-1,109
The movie be as scary as a lamb ,The movie be scary ,The movie be not scary . ,-1,109
The problem be small as a pea . ,The problem be small . ,The problem be big . ,-1,118
The problem be small as an elephant . ,The problem be small . ,The problem be big . ,-1,118
Love be a heaven sent journey ,It purely finance ,it be god like ,-1,121
Love be an economic exchange ,It purely finance ,it be god like ,-1,121
Life be a classroom ,It be a learning experience ,It be predispose ,-1,122
Life be a God will ,It be a learning experience ,It be predispose ,-1,122
The girl have the gracefulness of a military platoon ,The girl do not have any grace . ,The girl be very graceful . ,-1,126
The girl have the gracefulness of butterfly ,The girl do not have any grace . ,The girl be very graceful . ,-1,126
The boy have the courage of a tiger . ,The boy be brave . ,The boy be not brave . ,-1,129
The boy have the courage of a guinea pig . ,The boy be brave . ,The boy be not brave . ,-1,129
Her eye be warm soup on a winter day . ,Her eye make him feel uncomfortable . ,Her eye be comfort . ,-1,130
Her eye be cold rain down your collar . ,Her eye make him feel uncomfortable . ,Her eye be comfort . ,-1,130
